Location,Zip Code,Phone Number,Moego Booking Link,City,State,Latitude,Longitude,Max Drive Time,Important Notes,Source_Tab
"Albuquerque, NM",87016,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.7152188,-106.0169971,,,"Albuquerque, NM"
"Albuquerque, NM",87017,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.2399124,-106.5584071,,,"Albuquerque, NM"
"Albuquerque, NM",87018,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.1862804,-107.5031811,,,"Albuquerque, NM"
"Albuquerque, NM",87020,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9452034,-108.0005933,,,"Albuquerque, NM"
"Albuquerque, NM",87021,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1714365,-107.8968943,,,"Albuquerque, NM"
"Albuquerque, NM",87022,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.905734,-106.6925062,,,"Albuquerque, NM"
"Albuquerque, NM",87023,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.5961904,-106.7647475,,,"Albuquerque, NM"
"Albuquerque, NM",87024,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.7406786,-106.7942405,,,"Albuquerque, NM"
"Albuquerque, NM",87025,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.9193317,-106.5819789,,,"Albuquerque, NM"
"Albuquerque, NM",87026,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9368642,-107.1957203,,,"Albuquerque, NM"
"Albuquerque, NM",87027,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.3150546,-106.7706458,,,"Albuquerque, NM"
"Albuquerque, NM",87028,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.3529881,-106.7706458,,,"Albuquerque, NM"
"Albuquerque, NM",87029,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.4560808,-106.9594723,,,"Albuquerque, NM"
"Albuquerque, NM",87031,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.8098989,-106.5819789,,,"Albuquerque, NM"
"Albuquerque, NM",87032,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.8626145,-106.0610787,,,"Albuquerque, NM"
"Albuquerque, NM",87034,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.7100168,-107.5741855,,,"Albuquerque, NM"
"Albuquerque, NM",87035,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9733187,-106.0169971,,,"Albuquerque, NM"
"Albuquerque, NM",87036,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.381418,-106.2522143,,,"Albuquerque, NM"
"Albuquerque, NM",87037,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.1083536,-107.7399345,,,"Albuquerque, NM"
"Albuquerque, NM",87038,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0464152,-107.3967105,,,"Albuquerque, NM"
"Albuquerque, NM",87040,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.147691,-107.36123,,,"Albuquerque, NM"
"Albuquerque, NM",87041,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.5821985,-106.3346061,,,"Albuquerque, NM"
"Albuquerque, NM",87042,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.833438,-106.682188,,,"Albuquerque, NM"
"Albuquerque, NM",87043,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.3254791,-106.4170311,,,"Albuquerque, NM"
"Albuquerque, NM",87044,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.7027339,-106.6880841,,,"Albuquerque, NM"
"Albuquerque, NM",87045,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.3884101,-108.024301,,,"Albuquerque, NM"
"Albuquerque, NM",87046,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.2769533,-106.888644,,,"Albuquerque, NM"
"Albuquerque, NM",87047,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.2102646,-106.3228338,,,"Albuquerque, NM"
"Albuquerque, NM",87048,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.2440668,-106.6173415,,,"Albuquerque, NM"
"Albuquerque, NM",87049,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1463693,-107.5860213,,,"Albuquerque, NM"
"Albuquerque, NM",87051,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.043262,-107.8465394,,,"Albuquerque, NM"
"Albuquerque, NM",87052,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.5247952,-106.287521,,,"Albuquerque, NM"
"Albuquerque, NM",87053,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.5970817,-107.0539434,,,"Albuquerque, NM"
"Albuquerque, NM",87056,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1576195,-105.92299,,,"Albuquerque, NM"
"Albuquerque, NM",87059,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9960481,-106.3228338,,,"Albuquerque, NM"
"Albuquerque, NM",87060,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.7471903,-106.7253067,,,"Albuquerque, NM"
"Albuquerque, NM",87061,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.6763986,-106.3817021,,,"Albuquerque, NM"
"Albuquerque, NM",87062,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.4641047,-106.7470536,,,"Albuquerque, NM"
"Albuquerque, NM",87063,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.4813762,-105.8290298,,,"Albuquerque, NM"
"Albuquerque, NM",87064,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,36.1220671,-106.5701927,,,"Albuquerque, NM"
"Albuquerque, NM",87068,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.8949267,-106.6645007,,,"Albuquerque, NM"
"Albuquerque, NM",87070,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9895867,-105.652983,,,"Albuquerque, NM"
"Albuquerque, NM",87072,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.6276528,-106.3522658,,,"Albuquerque, NM"
"Albuquerque, NM",87083,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.6673459,-106.3346061,,,"Albuquerque, NM"
"Albuquerque, NM",87101,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0720392,-106.6466306,,,"Albuquerque, NM"
"Albuquerque, NM",87102,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0848894,-106.6468148,,,"Albuquerque, NM"
"Albuquerque, NM",87103,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.08,-106.65,,,"Albuquerque, NM"
"Albuquerque, NM",87104,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1029697,-106.6703963,,,"Albuquerque, NM"
"Albuquerque, NM",87105,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9568026,-106.6055534,,,"Albuquerque, NM"
"Albuquerque, NM",87106,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0729762,-106.6173415,,,"Albuquerque, NM"
"Albuquerque, NM",87107,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1338614,-106.6409198,,,"Albuquerque, NM"
"Albuquerque, NM",87108,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0734065,-106.5760857,,,"Albuquerque, NM"
"Albuquerque, NM",87109,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1590068,-106.5760857,,,"Albuquerque, NM"
"Albuquerque, NM",87110,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1009909,-106.5701927,,,"Albuquerque, NM"
"Albuquerque, NM",87111,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1322706,-106.4994889,,,"Albuquerque, NM"
"Albuquerque, NM",87112,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1030501,-106.5171626,,,"Albuquerque, NM"
"Albuquerque, NM",87113,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1894316,-106.5878723,,,"Albuquerque, NM"
"Albuquerque, NM",87114,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1958704,-106.6939803,,,"Albuquerque, NM"
"Albuquerque, NM",87115,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9,-106.51,,,"Albuquerque, NM"
"Albuquerque, NM",87116,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9278486,-106.7352584,,,"Albuquerque, NM"
"Albuquerque, NM",87117,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.04,-106.56,,,"Albuquerque, NM"
"Albuquerque, NM",87119,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0485532,-106.630578,,,"Albuquerque, NM"
"Albuquerque, NM",87120,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1509567,-106.7470536,,,"Albuquerque, NM"
"Albuquerque, NM",87121,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1128064,-106.8650395,,,"Albuquerque, NM"
"Albuquerque, NM",87122,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1808064,-106.519036,,,"Albuquerque, NM"
"Albuquerque, NM",87123,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0498998,-106.4759262,,,"Albuquerque, NM"
"Albuquerque, NM",87124,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.2416127,-106.6968553,,,"Albuquerque, NM"
"Albuquerque, NM",87125,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.09,-106.64,,,"Albuquerque, NM"
"Albuquerque, NM",87131,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.09,-106.62,,,"Albuquerque, NM"
"Albuquerque, NM",87144,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.364473,-106.7470536,,,"Albuquerque, NM"
"Albuquerque, NM",87151,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9596541,-106.888644,,,"Albuquerque, NM"
"Albuquerque, NM",87153,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1,-106.52,,,"Albuquerque, NM"
"Albuquerque, NM",87154,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.13,-106.53,,,"Albuquerque, NM"
"Albuquerque, NM",87158,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.09,-106.64,,,"Albuquerque, NM"
"Albuquerque, NM",87174,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.24,-106.67,,,"Albuquerque, NM"
"Albuquerque, NM",87176,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.11,-106.6,,,"Albuquerque, NM"
"Albuquerque, NM",87181,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1,-106.52,,,"Albuquerque, NM"
"Albuquerque, NM",87184,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.18,-106.62,,,"Albuquerque, NM"
"Albuquerque, NM",87185,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,34.9799999,-106.52,,,"Albuquerque, NM"
"Albuquerque, NM",87187,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.17,-106.83,,,"Albuquerque, NM"
"Albuquerque, NM",87190,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.11,-106.6,,,"Albuquerque, NM"
"Albuquerque, NM",87191,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0844909,-106.6511367,,,"Albuquerque, NM"
"Albuquerque, NM",87192,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1,-106.52,,,"Albuquerque, NM"
"Albuquerque, NM",87193,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.19,-106.68,,,"Albuquerque, NM"
"Albuquerque, NM",87194,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.0799802,-106.6502547,,,"Albuquerque, NM"
"Albuquerque, NM",87195,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35,-106.65,,,"Albuquerque, NM"
"Albuquerque, NM",87196,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.08,-106.62,,,"Albuquerque, NM"
"Albuquerque, NM",87197,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.12,-106.64,,,"Albuquerque, NM"
"Albuquerque, NM",87198,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.08,-106.65,,,"Albuquerque, NM"
"Albuquerque, NM",87199,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.1599999,-106.58,,,"Albuquerque, NM"
"Albuquerque, NM",87301,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.5057603,-108.7600963,,,"Albuquerque, NM"
"Albuquerque, NM",87302,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.43,-108.73,,,"Albuquerque, NM"
"Albuquerque, NM",87305,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.3766821,-108.6413145,,,"Albuquerque, NM"
"Albuquerque, NM",87310,(505) 807-7009,https://go.moego.pet/calendar/grooming?~c=117006&~b=110208&utm_source=zip_locator,Albuquerque,New Mexico,35.7893997,-108.5700636,,,"Albuquerque, NM"
